data,milho_brl_sc,soja_paranagua_brl_sc,boi_cepea_brl_arroba,frango_congelado_brl_kg,arroz_brl_sc,cafe_arabica_brl_sc,acucar_brl_sc,suino_sp_brl_kg,trigo_pr_brl_t,soja_pr_brl_sc,ovos_bastos_brl_cx
2013-03-29,29.07,62.0,99.29,3.61,30.8,300.97,43.13,3.18,725.07,57.54,
2013-04-01,28.46,62.0,99.23,3.65,30.79,307.24,43.09,3.19,732.22,56.58,
2013-04-02,28.22,59.31,99.47,3.68,30.75,305.56,42.93,03.07,726.56,55.94,
2013-04-03,28.07,59.12,99.5,3.61,30.73,309.47,42.94,03.01,717.8,55.49,
2013-04-04,27.6,59.12,99.46,3.61,30.69,309.1,42.66,2.96,713.92,55.17,
2013-04-05,27.59,59.12,99.59,3.61,30.8,310.62,42.52,2.96,712.59,55.0,
2013-04-08,27.78,58.76,100.06,3.61,30.85,299.35,42.74,2.96,715.05,54.93,
2013-04-09,27.28,58.23,99.57,3.61,30.9,300.8,42.56,2.93,714.15,55.01,
2013-04-10,27.01,58.23,99.78,3.42,30.96,304.61,42.97,2.91,709.29,55.02,
2013-04-11,26.8,58.5,99.79,3.41,31.1,301.33,43.07,2.89,707.18,54.98,
2013-04-12,26.71,59.18,100.08,3.46,31.11,300.46,43.56,2.88,711.8,55.47,
2013-04-15,26.48,59.18,100.11,3.45,31.12,294.73,44.14,2.81,708.92,55.39,
2013-04-16,26.15,59.25,100.44,3.43,31.04,295.94,44.82,2.74,709.26,55.68,
2013-04-17,25.8,59.25,100.27,3.38,31.22,297.43,45.14,2.75,709.88,55.76,
2013-04-18,25.67,60.05,100.6,3.36,31.41,302.87,45.29,2.75,709.04,56.89,
2013-04-19,25.73,60.0,100.53,3.28,31.49,308.41,45.26,2.69,710.53,56.84,
2013-04-22,25.51,59.8,100.5,3.26,31.53,303.82,45.62,2.68,709.19,56.24,
2013-04-23,25.11,59.74,100.5,3.25,31.76,295.65,45.71,2.67,707.33,56.26,
2013-04-24,25.22,59.12,100.4,3.19,31.82,294.92,45.8,2.63,710.17,55.83,
2013-04-25,25.14,59.25,100.16,3.17,31.96,293.89,45.55,2.59,710.38,55.58,
2013-04-26,24.91,59.93,99.65,3.16,32.02,291.76,45.49,2.59,708.71,55.84,
2013-04-29,24.79,60.75,99.49,3.15,32.08,292.66,45.29,2.58,708.32,56.27,
2013-04-30,24.91,60.0,99.27,3.12,32.42,292.3,45.42,2.54,707.22,56.52,
2013-05-01,24.91,60.0,99.27,3.12,32.42,292.3,45.42,2.54,707.22,56.52,
2013-05-02,25.1,60.0,99.76,3.16,32.53,302.11,45.07,2.49,707.26,55.98,
2013-05-03,25.28,60.75,98.76,3.18,32.62,303.14,45.13,2.47,720.68,56.23,
2013-05-06,25.28,59.72,97.77,3.18,32.64,305.77,45.49,2.48,720.18,55.88,
2013-05-07,25.49,60.57,97.96,03.06,33.04,303.97,45.41,2.46,716.85,55.97,
2013-05-08,25.5,59.6,98.44,03.01,33.16,304.79,45.41,2.44,722.21,56.24,
2013-05-09,25.52,59.72,98.52,2.99,33.19,309.36,45.03,2.44,718.18,56.45,
2013-05-10,25.65,59.72,97.99,03.01,33.35,307.82,45.03,2.45,718.0,56.88,
2013-05-13,25.72,60.3,97.95,03.01,33.36,312.07,45.02,2.45,719.8,57.03,
2013-05-14,25.86,60.0,97.72,2.97,33.51,308.55,44.69,2.6,717.09,57.21,
2013-05-15,26.14,60.0,97.54,03.04,33.54,304.46,44.63,2.64,724.4,57.41,
2013-05-16,26.16,61.26,97.48,03.04,33.73,300.71,44.45,2.65,723.43,57.94,
2013-05-17,26.33,62.12,97.46,03.08,33.78,298.56,44.13,2.68,720.09,58.83,
2013-05-20,26.29,62.12,97.37,03.06,33.74,296.37,43.94,2.69,725.09,59.33,
2013-05-21,26.5,62.12,97.25,2.94,33.48,292.61,43.76,2.76,740.62,59.69,
2013-05-22,26.2,64.52,97.23,2.89,33.65,285.37,43.74,2.81,741.73,60.92,
2013-05-23,26.45,64.52,97.27,2.89,33.67,287.56,43.68,2.88,738.01,61.95,
2013-05-24,26.53,64.52,97.31,2.89,33.76,283.75,43.83,2.89,738.29,61.12,
2013-05-27,26.44,64.52,97.58,2.89,33.76,286.73,44.06,2.9,740.75,60.94,
2013-05-28,26.5,64.52,98.14,2.91,33.47,281.97,44.19,2.88,731.19,61.75,
2013-05-29,26.74,64.52,98.32,2.91,33.57,282.28,44.29,2.88,727.71,61.95,
2013-05-30,26.74,64.52,98.32,2.91,33.57,282.28,44.29,2.88,727.71,61.95,
2013-05-31,26.65,64.52,98.28,2.91,33.53,284.37,44.51,2.88,734.61,63.18,
2013-06-03,27.19,64.52,98.0,2.92,33.47,288.29,44.84,2.88,740.46,63.99,
2013-06-04,27.31,66.51,97.95,2.87,33.47,285.84,44.41,2.89,745.48,64.27,
2013-06-05,27.4,68.06,98.14,2.85,33.53,287.83,44.1,2.93,751.03,64.94,
2013-06-06,27.24,67.0,98.75,2.85,33.75,292.84,44.23,2.94,754.54,64.32,
2013-06-07,27.26,67.79,98.8,2.85,33.68,288.49,44.22,2.96,756.67,64.7,
2013-06-10,27.01,67.24,98.64,2.85,33.78,292.92,44.1,2.96,757.4,64.15,
2013-06-11,26.51,68.64,98.74,2.85,33.91,292.28,43.84,2.99,760.32,64.84,
2013-06-12,26.43,69.05,98.64,2.86,33.86,279.81,43.87,2.97,758.74,65.25,
2013-06-13,26.33,69.05,98.72,2.86,33.93,281.4,43.67,2.97,759.67,64.64,
2013-06-14,26.31,68.68,98.64,2.87,33.9,283.88,43.42,2.96,768.88,64.5,
2013-06-17,26.15,68.68,98.85,2.87,33.91,285.18,43.56,2.96,782.39,64.59,
2013-06-18,26.0,69.25,98.9,2.86,33.8,283.12,43.73,2.91,796.55,65.47,
2013-06-19,25.82,70.0,99.15,2.89,33.88,285.84,43.91,2.89,805.23,65.41,
2013-06-20,25.73,70.31,99.39,2.88,33.93,282.28,44.12,2.86,807.17,66.79,
2013-06-21,25.82,70.96,99.4,2.88,33.97,282.81,44.41,2.85,826.9,67.0,
2013-06-24,25.93,70.08,99.41,2.88,33.99,288.25,44.57,2.84,875.53,66.54,
2013-06-25,26.23,69.91,99.43,2.87,33.93,284.39,44.68,2.81,862.8,66.67,
2013-06-26,26.09,70.45,99.88,2.94,33.99,281.15,44.8,2.81,859.41,66.0,
2013-06-27,26.16,69.15,100.2,2.93,34.03,283.28,45.14,2.77,845.02,65.68,
2013-06-28,26.16,69.15,100.48,2.93,34.06,284.27,45.03,2.77,864.57,65.96,
2013-07-01,26.15,69.64,100.49,2.95,34.06,287.39,45.05,2.77,863.15,66.03,
2013-07-02,26.16,70.0,100.74,2.95,34.1,288.06,45.19,2.72,868.08,65.93,
2013-07-03,26.07,70.13,101.21,2.95,34.07,285.07,45.27,2.72,874.47,66.73,
2013-07-04,25.84,70.13,101.72,2.98,34.14,285.58,45.29,2.71,880.2,66.51,
2013-07-05,25.74,70.27,101.85,2.98,34.19,288.75,45.24,2.69,876.2,66.18,
2013-07-08,25.72,70.0,102.39,2.99,34.19,287.47,45.25,2.69,883.17,65.84,
2013-07-09,25.72,70.0,102.39,03.02,34.31,285.03,45.25,2.69,883.17,66.32,
2013-07-10,25.23,70.49,102.47,3.14,34.31,286.0,45.29,2.66,877.61,66.5,
2013-07-11,25.24,70.26,102.81,3.15,34.37,288.67,44.86,2.64,884.98,66.46,
2013-07-12,25.17,70.26,102.87,3.15,34.47,281.29,44.89,2.62,869.02,65.94,
2013-07-15,24.74,69.32,103.39,3.13,34.45,288.45,44.47,2.62,874.69,65.26,
2013-07-16,24.64,70.4,103.26,3.13,34.54,290.11,44.29,2.65,865.85,66.16,
2013-07-17,24.75,70.4,103.16,03.08,34.63,290.1,44.07,2.66,874.35,66.13,
2013-07-18,24.72,69.41,103.1,3.0,34.64,297.55,43.94,2.66,876.22,65.62,
2013-07-19,24.67,70.57,103.01,2.99,34.7,290.25,43.98,2.66,877.75,66.31,
2013-07-22,24.52,71.57,103.16,2.99,34.77,292.16,44.0,2.66,884.58,66.89,
2013-07-23,24.32,71.83,103.15,2.98,34.58,290.43,44.05,2.68,888.64,66.45,
2013-07-24,24.3,71.83,103.08,2.97,34.65,281.93,43.8,2.69,887.2,65.19,
2013-07-25,24.58,65.0,102.95,2.95,34.67,288.88,44.12,2.71,896.65,62.3,
2013-07-26,24.53,65.0,102.3,2.95,34.67,285.21,43.94,2.75,902.53,61.59,
2013-07-29,24.36,65.03,102.13,2.99,34.71,284.31,43.88,2.76,900.8,61.81,
2013-07-30,24.22,66.02,101.94,2.96,34.55,285.72,43.6,2.83,919.72,62.2,
2013-07-31,24.22,66.77,102.05,2.96,34.72,285.74,44.03,2.89,932.79,62.68,
2013-08-01,23.87,66.7,101.96,2.97,34.81,279.82,44.25,2.91,934.19,62.0,
2013-08-02,23.75,66.7,101.68,2.97,34.85,284.36,44.31,03.02,934.72,62.27,
2013-08-05,23.76,64.14,101.59,2.97,34.85,288.6,44.47,03.02,934.57,60.89,
2013-08-06,23.58,64.92,101.44,2.97,34.59,283.53,44.06,03.07,930.37,60.79,
2013-08-07,23.46,65.15,101.0,03.08,34.53,287.03,43.87,3.11,930.66,61.32,
2013-08-08,23.36,64.97,101.0,03.09,34.55,289.1,43.27,3.12,938.97,61.79,
2013-08-09,23.28,65.0,100.93,03.06,34.44,290.12,42.81,3.13,965.88,61.52,
2013-08-12,23.14,66.0,101.17,03.07,34.36,290.81,42.57,3.14,966.81,61.92,
2013-08-13,23.22,66.88,100.57,03.07,34.51,282.97,42.6,3.19,966.52,63.34,
2013-08-14,23.18,67.94,100.44,3.14,34.51,293.51,42.79,3.25,968.58,63.75,
2013-08-15,23.05,70.0,100.77,3.16,34.56,291.62,42.87,3.26,952.26,65.42,
2013-08-16,23.16,70.65,100.78,3.16,34.57,291.74,43.06,3.26,953.79,66.67,
2013-08-19,23.62,72.51,100.64,3.16,34.56,289.76,43.24,3.31,971.6,68.47,
2013-08-20,24.11,72.34,100.75,3.31,34.55,283.52,43.3,3.32,969.08,68.46,
2013-08-21,24.35,73.34,100.88,3.31,34.59,284.06,43.58,3.33,971.12,69.58,
2013-08-22,24.88,73.7,101.29,3.31,34.74,283.68,43.64,3.33,971.12,69.89,
2013-08-23,24.77,72.5,101.94,3.31,34.72,281.61,43.55,3.33,971.12,69.74,
2013-08-26,24.96,75.3,101.56,3.26,34.72,283.26,43.7,3.33,971.12,71.84,
2013-08-27,25.12,75.05,101.71,3.27,34.76,284.79,44.04,3.33,960.48,72.26,
2013-08-28,25.47,74.86,102.38,3.24,34.76,285.16,44.05,3.31,961.3,71.55,
2013-08-29,25.32,75.13,102.99,3.2,34.74,281.96,43.99,3.31,966.1,71.92,
2013-08-30,25.38,73.67,103.48,3.26,34.76,284.84,43.99,3.31,967.51,71.38,
2013-09-02,25.52,73.67,103.32,3.4,34.8,283.81,44.22,3.31,965.4,71.27,
2013-09-03,25.69,74.57,103.98,3.57,34.65,279.79,44.42,3.33,981.57,73.03,
2013-09-04,25.75,74.57,104.41,3.64,34.57,285.01,44.59,3.35,971.11,71.43,
2013-09-05,25.77,74.91,105.07,3.85,34.48,281.57,44.48,3.35,971.02,71.03,
2013-09-06,25.85,73.3,105.38,3.87,34.55,280.1,44.51,3.37,987.59,70.75,
2013-09-09,25.68,74.32,105.74,3.89,34.58,279.41,44.68,3.37,985.79,70.95,
2013-09-10,25.5,71.83,105.9,04.08,34.07,277.84,44.72,3.48,979.9,70.26,
2013-09-11,25.28,73.83,106.38,4.13,34.27,281.77,44.78,3.5,979.14,70.81,
2013-09-12,25.27,73.83,106.57,4.13,34.25,279.62,44.88,3.51,984.45,71.8,
2013-09-13,25.34,76.55,106.73,4.11,34.3,280.62,44.84,3.51,989.32,73.41,
2013-09-16,25.22,74.85,106.78,4.1,34.26,276.82,44.98,3.51,988.4,71.33,
2013-09-17,24.74,74.85,106.99,4.11,33.95,271.16,45.0,3.56,990.52,70.75,
2013-09-18,24.85,73.68,107.59,4.13,33.97,268.17,45.24,3.59,968.9,70.57,
2013-09-19,24.9,73.68,107.75,4.13,34.04,270.07,45.57,3.6,963.02,70.08,
2013-09-20,24.82,73.68,108.22,4.15,34.04,269.58,45.58,3.59,975.21,69.03,
2013-09-23,24.64,72.09,108.45,04.03,33.99,265.31,46.01,3.59,977.69,68.95,
2013-09-24,24.29,72.09,108.82,04.04,33.93,266.64,46.17,3.66,963.2,69.54,
2013-09-25,24.33,71.64,108.92,04.01,33.96,266.63,46.53,3.68,956.15,69.7,
2013-09-26,24.34,71.64,109.02,4.0,33.89,264.18,46.97,3.68,947.16,70.71,
2013-09-27,24.42,71.64,109.61,04.01,33.93,261.87,46.93,3.68,942.45,70.88,
2013-09-30,24.31,71.64,110.21,04.01,33.94,261.95,47.11,3.68,943.17,70.64,
2013-10-01,23.9,70.0,110.32,3.99,34.0,258.78,47.49,3.71,945.9,69.16,
2013-10-02,23.81,70.0,110.43,3.94,33.97,258.53,48.36,3.74,945.37,69.77,
2013-10-03,23.74,72.22,110.52,3.92,33.92,261.71,48.39,3.76,941.34,70.28,
2013-10-04,23.66,73.84,110.51,3.94,33.98,255.1,48.76,3.78,926.96,71.62,
2013-10-07,23.68,73.84,110.74,3.9,33.96,256.14,49.39,3.81,923.13,72.4,
2013-10-08,23.63,73.84,110.8,3.93,33.88,256.37,49.53,3.86,919.56,72.79,
2013-10-09,23.51,73.84,110.54,3.92,33.86,256.75,49.64,3.87,920.24,73.38,
2013-10-10,23.36,73.84,109.7,3.96,33.79,257.13,49.93,3.89,912.81,73.03,
2013-10-11,23.56,73.84,109.28,3.96,33.78,259.24,49.97,3.89,904.6,73.29,
2013-10-14,23.52,73.84,109.05,04.01,33.78,258.99,50.31,4.0,894.94,73.39,
2013-10-15,23.67,73.84,108.69,3.97,33.63,257.54,50.15,04.07,897.74,72.83,
2013-10-16,23.66,73.84,108.52,4.0,33.67,257.09,50.64,4.15,894.67,72.69,
2013-10-17,23.89,73.84,108.12,3.94,33.61,258.22,50.96,4.15,886.25,72.99,
2013-10-18,23.91,73.84,108.09,4.0,33.61,257.92,51.76,4.15,889.85,72.28,
2013-10-21,24.22,73.84,107.46,3.8,33.6,255.49,52.01,4.22,889.08,72.14,
2013-10-22,24.34,75.0,107.95,3.75,33.62,254.14,52.28,4.22,885.02,72.48,
2013-10-23,24.8,75.0,108.18,3.69,33.64,251.98,52.47,4.22,876.0,72.96,
2013-10-24,25.11,75.0,107.47,3.77,33.65,249.43,52.54,4.22,873.58,73.65,
2013-10-25,24.95,75.0,107.91,3.77,33.66,249.08,52.62,4.17,870.69,73.47,
2013-10-28,25.09,75.0,107.9,3.79,33.66,242.34,52.7,4.17,873.41,73.1,
2013-10-29,24.94,75.0,108.04,3.62,33.5,244.15,52.65,4.13,869.27,72.45,
2013-10-30,25.14,75.0,107.86,3.6,33.48,242.4,52.84,04.09,865.06,72.36,
2013-10-31,24.77,75.0,107.75,3.6,33.56,242.03,52.45,04.09,862.95,73.29,
2013-11-01,24.77,75.0,107.72,3.54,33.59,243.3,52.26,04.08,860.44,73.06,
2013-11-04,24.78,75.0,107.7,3.58,33.6,241.5,52.48,04.04,845.79,73.04,
2013-11-05,24.98,75.0,108.17,3.58,33.59,242.68,52.1,4.0,833.0,72.68,
2013-11-06,24.99,75.0,108.53,3.55,33.6,240.97,51.85,4.0,817.85,72.92,
2013-11-07,24.98,75.0,108.55,3.44,33.57,244.33,51.62,3.99,818.73,73.51,
2013-11-08,24.97,75.0,108.4,3.44,33.63,241.99,51.54,3.95,817.32,73.81,
2013-11-11,24.97,75.0,108.35,3.44,33.65,247.36,51.66,3.98,810.87,74.01,
2013-11-12,25.3,75.0,108.64,3.48,33.74,249.55,51.86,3.97,788.6,74.48,
2013-11-13,25.78,77.25,108.63,3.52,33.84,246.05,52.17,3.91,792.86,75.19,
2013-11-14,25.79,77.25,108.59,3.53,33.93,248.71,52.21,3.87,791.75,74.96,
2013-11-15,25.79,77.25,108.59,3.53,33.93,248.71,52.21,3.87,791.75,74.96,
2013-11-18,25.75,77.25,108.43,3.56,33.92,245.96,52.18,3.87,795.48,73.32,
2013-11-19,25.77,77.25,108.25,3.58,34.18,245.97,51.98,3.87,793.73,73.28,
2013-11-20,25.72,77.25,108.22,3.65,34.29,248.64,51.98,3.87,754.25,73.03,
2013-11-21,25.99,77.25,108.19,3.69,34.46,254.1,51.74,3.86,775.92,73.36,
2013-11-22,25.97,77.25,108.89,3.68,34.52,246.65,51.87,3.85,776.1,73.82,
2013-11-25,25.62,77.25,108.93,3.7,34.53,249.15,51.75,3.81,774.58,74.99,
2013-11-26,26.25,77.25,108.89,3.65,34.73,252.26,51.84,3.8,775.33,75.05,
2013-11-27,26.49,77.25,109.04,3.65,34.89,254.87,52.17,3.8,777.57,75.53,
2013-11-28,26.53,77.25,109.25,3.65,35.0,252.93,52.0,3.79,775.41,75.38,
2013-11-29,26.45,77.25,109.59,3.65,35.02,257.61,51.63,3.79,775.1,75.63,
2013-12-02,26.28,77.25,109.71,3.65,35.09,256.02,51.72,3.79,763.55,75.89,
2013-12-03,26.44,77.25,110.06,3.75,35.49,260.79,51.78,3.79,764.49,75.43,
2013-12-04,26.34,77.25,110.84,3.72,35.4,260.75,51.71,3.85,757.61,76.27,
2013-12-05,26.3,77.25,110.9,3.76,35.58,261.56,51.47,3.87,761.85,76.09,
2013-12-06,26.37,77.25,111.48,3.75,35.51,259.95,51.25,3.87,768.46,75.44,
2013-12-09,26.56,77.25,112.4,3.69,35.55,259.69,51.02,3.9,760.04,74.97,
2013-12-10,26.36,77.25,112.58,3.72,35.65,269.86,51.08,3.94,763.33,74.59,
2013-12-11,26.32,77.25,112.88,3.72,35.73,263.96,51.09,3.95,767.31,74.32,
2013-12-12,26.29,77.25,112.75,3.75,35.98,263.57,51.21,3.96,757.9,74.17,
2013-12-13,26.26,77.25,112.79,3.75,36.21,278.77,50.8,3.99,748.12,73.28,
2013-12-16,26.25,77.25,113.02,3.75,36.22,275.84,50.78,3.98,748.92,73.56,
2013-12-17,26.36,77.25,113.57,3.75,36.44,277.77,51.07,3.98,755.87,73.04,
2013-12-18,26.42,77.25,114.01,3.74,36.38,277.65,50.41,3.98,753.9,73.42,
2013-12-19,26.55,77.25,114.04,3.74,36.49,277.63,50.54,3.99,752.45,72.96,
2013-12-20,26.68,77.25,114.18,3.74,36.53,283.55,50.58,3.99,757.12,72.83,
2013-12-23,26.69,77.25,114.39,3.67,36.55,282.81,50.52,04.02,752.5,72.87,
2013-12-24,26.69,77.25,114.39,3.67,36.55,282.81,50.52,04.02,752.5,72.87,
2013-12-25,26.69,77.25,114.39,3.67,36.55,282.81,50.52,04.02,752.5,72.87,
2013-12-26,26.74,77.25,114.55,3.63,36.5,283.17,50.92,04.07,751.06,72.72,
2013-12-27,26.79,77.25,114.79,3.63,36.43,289.66,50.99,04.06,749.74,72.59,
2013-12-30,26.54,77.25,114.76,3.66,36.45,286.81,51.23,04.07,756.09,72.42,
2013-12-31,26.54,77.25,114.76,3.66,36.45,286.81,51.23,04.07,756.09,72.42,
2014-01-01,26.54,77.25,114.76,3.66,36.45,286.81,51.23,04.07,756.09,72.42,
2014-01-02,26.64,77.25,114.85,3.72,36.43,281.71,50.98,04.09,735.71,72.18,
2014-01-03,27.0,77.25,115.01,3.72,36.47,288.81,51.27,04.09,759.0,71.42,
2014-01-06,27.29,77.25,114.52,3.81,36.53,292.39,51.28,4.12,742.12,71.38,
2014-01-07,27.49,77.25,114.75,3.81,36.7,291.2,51.01,4.18,743.02,70.31,
2014-01-08,27.16,77.25,114.77,3.79,36.58,298.69,51.03,4.18,759.05,70.14,
2014-01-09,27.17,73.34,114.58,3.79,36.68,293.06,50.93,4.18,762.75,68.97,
2014-01-10,27.17,73.34,113.99,3.79,36.58,292.01,50.65,4.17,765.32,68.64,
2014-01-13,27.32,73.34,114.46,3.77,36.59,290.6,50.63,4.18,762.52,67.59,
2014-01-14,27.35,73.34,113.96,3.72,36.61,289.07,50.46,4.19,767.63,67.78,
2014-01-15,27.3,73.34,114.17,3.55,36.61,286.32,50.21,4.18,772.56,67.6,
2014-01-16,27.07,73.34,114.63,3.53,36.64,290.75,50.29,4.18,765.48,67.77,
2014-01-17,27.02,73.34,113.44,3.48,36.67,288.66,49.67,4.17,777.19,67.46,
2014-01-20,26.81,73.34,112.64,3.45,36.66,285.86,49.57,4.16,775.12,67.58,
2014-01-21,26.65,73.34,112.71,3.49,36.59,286.59,49.62,4.17,763.59,66.55,
2014-01-22,26.59,68.15,112.94,3.46,36.7,284.89,49.66,4.17,776.93,65.07,
2014-01-23,26.47,68.0,113.24,3.43,36.82,287.14,49.72,4.17,777.96,65.04,
2014-01-24,26.04,68.0,113.96,3.35,36.9,285.03,49.68,4.17,766.45,65.02,
2014-01-27,26.16,68.0,114.15,3.43,36.8,284.22,49.77,4.17,770.01,65.1,
2014-01-28,26.24,68.32,114.24,3.38,36.36,284.06,49.94,4.17,771.43,64.81,
2014-01-29,26.22,67.55,114.55,3.31,36.49,288.49,50.18,,774.74,64.31,
2014-01-30,26.46,67.89,115.04,3.27,36.48,294.7,49.84,,767.58,64.5,
2014-01-31,26.65,68.2,115.06,3.27,36.53,303.32,49.95,04.03,762.47,64.15,
2014-02-03,26.91,66.94,115.07,3.16,36.54,324.65,49.9,04.03,762.73,63.93,
2014-02-04,27.41,67.44,115.08,3.2,36.62,339.41,49.83,3.97,764.63,64.08,
2014-02-05,28.06,67.88,115.49,3.2,36.6,351.97,49.8,3.96,763.02,64.33,
2014-02-06,28.52,66.2,116.08,3.2,36.48,346.52,49.94,3.94,771.01,64.35,
2014-02-07,28.31,66.2,116.37,3.25,36.43,344.69,50.1,3.88,772.77,64.51,
2014-02-10,28.37,66.2,116.83,3.25,36.4,341.16,50.16,3.85,761.51,64.99,
2014-02-11,28.93,66.2,117.5,3.22,36.11,341.96,49.8,3.62,761.23,65.52,
2014-02-12,29.51,66.2,117.63,3.24,36.07,344.38,50.07,3.56,763.02,65.71,
2014-02-13,29.7,66.2,117.76,3.19,35.81,338.85,50.09,3.49,761.35,66.49,
2014-02-14,30.11,71.82,118.27,3.2,35.77,341.38,49.56,3.46,758.22,67.76,
2014-02-17,30.13,71.82,119.22,3.19,35.77,340.42,49.91,3.42,757.14,67.47,
2014-02-18,30.96,71.58,118.57,3.22,35.35,369.78,50.22,3.38,761.3,68.16,
2014-02-19,31.76,72.0,118.27,3.22,35.46,387.99,50.57,3.38,762.88,68.39,
2014-02-20,32.51,72.0,118.49,3.22,35.27,386.19,50.4,3.37,761.0,68.45,
2014-02-21,33.13,71.6,119.28,3.22,35.25,388.45,50.44,3.37,766.36,68.34,
2014-02-24,33.15,71.6,119.4,3.22,35.28,410.08,50.93,3.37,769.91,68.53,
2014-02-25,33.62,72.21,120.37,3.25,34.49,405.46,51.25,3.32,768.96,68.41,
2014-02-26,33.74,72.83,120.41,3.31,34.46,404.16,51.45,3.29,768.38,69.11,
2014-02-27,33.68,73.67,120.45,3.34,34.44,406.28,51.62,3.28,768.32,69.73,
2014-02-28,33.95,73.67,120.43,3.34,34.42,412.67,51.49,3.26,765.99,69.19,
2014-03-03,33.95,73.67,120.43,3.34,34.42,412.67,51.49,3.26,765.99,69.19,
2014-03-04,33.95,73.67,120.43,3.34,34.42,412.67,51.49,3.26,765.99,69.19,
2014-03-05,33.85,73.67,120.27,3.32,34.4,447.63,51.78,3.26,766.38,69.77,
2014-03-06,33.82,72.5,120.57,3.36,34.11,441.77,51.79,3.24,766.93,69.49,
2014-03-07,34.03,74.27,120.9,3.36,34.04,447.24,51.83,3.22,771.65,70.87,
2014-03-10,34.16,74.27,121.08,3.39,34.04,472.22,51.99,3.23,765.81,70.65,
2014-03-11,34.11,73.21,121.86,3.49,33.69,485.01,51.86,3.25,777.29,69.89,
2014-03-12,33.85,73.21,123.7,3.52,33.68,483.97,51.74,3.28,789.95,68.92,
2014-03-13,33.64,72.24,124.32,3.57,33.54,485.62,51.92,3.28,781.88,68.95,
2014-03-14,33.51,72.24,124.39,3.57,33.66,476.82,51.78,3.29,785.1,68.74,
2014-03-17,33.37,72.24,125.39,3.58,33.69,469.91,51.66,3.36,788.15,68.5,
2014-03-18,32.97,72.24,125.78,3.54,33.62,464.75,51.89,3.5,792.3,69.05,
2014-03-19,32.78,72.73,126.28,3.57,33.66,455.77,51.94,3.54,792.99,69.18,
2014-03-20,32.2,72.73,126.69,3.61,33.77,411.42,51.96,3.56,801.27,69.91,
2014-03-21,31.9,72.73,126.76,3.61,33.76,387.29,51.92,3.57,809.52,68.64,
2014-03-24,31.97,72.73,127.77,3.59,33.75,397.27,52.04,3.61,806.91,68.14,
2014-03-25,31.88,70.0,127.71,3.58,33.74,393.57,52.03,3.62,816.93,67.52,
2014-03-26,31.55,71.48,127.35,3.54,33.78,393.91,51.54,3.62,826.5,67.58,
2014-03-27,31.67,70.09,126.25,3.56,33.84,397.58,51.8,3.63,827.42,67.18,
2014-03-28,31.44,70.04,125.42,3.54,33.98,399.4,51.95,3.64,822.16,66.57,
2014-03-31,31.34,70.5,125.89,3.54,33.98,396.35,51.86,3.64,822.54,67.24,
2014-04-01,31.32,71.83,125.07,3.54,34.01,393.32,51.76,3.65,827.88,68.34,
2014-04-02,31.26,71.88,125.67,3.45,34.11,391.08,51.77,3.64,828.83,68.36,
2014-04-03,31.29,72.0,125.75,3.45,34.31,392.33,52.08,3.64,839.03,68.66,
2014-04-04,31.33,72.0,125.31,3.41,34.26,415.34,52.05,3.64,832.38,67.81,
2014-04-07,31.24,72.0,125.66,3.39,34.27,424.29,51.9,3.64,835.9,67.52,
2014-04-08,31.28,69.0,124.86,3.45,34.68,442.29,51.67,3.64,839.35,66.46,
2014-04-09,31.44,70.57,124.52,3.36,34.77,447.57,51.64,3.64,837.65,67.34,
2014-04-10,31.28,69.77,124.52,3.34,34.75,463.25,51.41,3.64,836.56,66.8,
2014-04-11,31.32,69.55,123.38,3.35,34.87,458.44,51.28,3.64,833.65,66.39,
2014-04-14,31.26,69.38,123.47,3.35,34.89,457.27,51.49,3.64,838.98,66.32,
2014-04-15,31.53,71.61,123.76,3.39,35.12,438.77,51.31,3.64,835.7,68.16,
2014-04-16,31.32,71.99,124.01,3.38,35.23,444.12,51.71,3.64,845.12,69.27,
2014-04-17,31.18,72.0,123.9,3.35,35.3,473.8,51.77,3.65,843.1,68.84,
2014-04-18,31.18,72.0,123.9,3.35,35.3,473.8,51.77,3.65,843.1,68.84,
2014-04-21,31.18,72.0,123.9,3.35,35.3,473.8,51.77,3.65,843.1,68.84,
2014-04-22,31.56,72.0,124.41,3.39,35.33,491.28,51.55,3.64,844.63,68.15,
2014-04-23,31.33,72.0,124.45,3.3,35.59,494.95,51.79,3.64,840.78,67.47,
2014-04-24,31.01,69.51,124.17,3.28,35.66,488.05,51.55,3.63,835.02,66.83,
2014-04-25,30.95,70.46,124.03,3.29,35.69,464.33,52.05,3.63,833.61,67.81,
2014-04-28,30.73,71.53,123.84,3.29,35.67,466.13,51.87,3.6,836.06,68.9,
2014-04-29,30.48,71.68,123.98,3.18,35.99,471.84,51.78,3.57,831.11,69.29,
2014-04-30,30.49,71.46,123.97,3.2,35.92,470.59,51.62,3.56,829.96,69.11,
2014-05-01,30.49,71.46,123.97,3.2,35.92,470.59,51.62,3.56,829.96,69.11,
2014-05-02,30.4,71.46,123.72,3.19,35.97,465.84,51.54,3.55,835.41,67.07,
2014-05-05,30.39,69.85,123.62,3.17,35.98,469.72,51.82,3.49,837.63,66.92,
2014-05-06,30.34,69.37,123.67,3.21,36.07,464.03,51.95,3.48,836.08,66.39,
