data,milho_brl_sc,soja_paranagua_brl_sc,boi_cepea_brl_arroba,frango_congelado_brl_kg,arroz_brl_sc,cafe_arabica_brl_sc,acucar_brl_sc,suino_sp_brl_kg,trigo_pr_brl_t,soja_pr_brl_sc,ovos_bastos_brl_cx
2017-12-14,32.04,74.67,146.3,3.75,37.2,445.64,68.78,3.86,655.72,70.54,
2017-12-15,32.36,74.52,146.55,3.75,37.38,444.19,69.17,3.86,655.44,70.36,
2017-12-18,32.56,73.91,146.7,3.75,37.43,445.45,69.35,3.83,655.6,69.96,
2017-12-19,33.08,73.48,145.3,3.77,37.33,445.94,68.94,3.83,653.03,69.82,
2017-12-20,33.29,73.31,147.35,3.77,37.17,447.15,67.7,3.83,646.36,68.71,
2017-12-21,33.32,72.87,146.95,3.77,37.4,445.62,67.98,3.84,653.43,68.62,
2017-12-22,33.26,73.26,146.85,3.77,37.37,443.34,67.1,3.84,668.5,68.61,
2017-12-25,33.26,73.26,146.85,3.77,37.37,443.34,67.1,3.84,668.5,68.61,
2017-12-26,33.53,73.12,145.8,3.8,37.28,444.62,67.02,3.84,660.67,69.01,
2017-12-27,33.71,73.2,146.85,3.8,37.4,448.24,67.58,3.84,672.3,68.95,
2017-12-28,33.77,73.11,146.0,3.79,37.37,446.7,66.95,3.83,673.92,68.87,
2017-12-29,33.77,73.11,146.0,3.79,37.37,446.7,66.95,3.83,673.92,68.87,
2018-01-01,33.77,73.11,146.0,3.79,37.37,446.7,66.95,3.83,673.92,68.87,
2018-01-02,33.77,72.41,145.9,3.79,37.41,455.34,67.24,3.83,669.56,68.04,
2018-01-03,33.67,72.03,146.9,3.74,37.38,453.41,67.01,3.87,660.92,68.14,
2018-01-04,33.61,71.78,144.8,3.69,37.13,454.29,67.1,3.87,662.4,67.55,
2018-01-05,33.31,72.23,146.6,3.69,37.4,454.8,66.01,3.88,657.39,67.84,
2018-01-08,33.12,72.16,147.15,3.73,37.44,449.1,65.43,3.89,669.7,67.96,
2018-01-09,32.64,72.07,146.5,3.63,37.13,448.34,65.02,3.89,664.72,67.77,
2018-01-10,32.71,72.02,148.7,3.63,37.03,448.24,64.35,3.9,665.05,67.78,
2018-01-11,32.42,71.51,147.95,3.64,37.01,445.41,63.51,3.9,664.15,67.57,
2018-01-12,32.82,71.17,145.6,3.59,36.96,443.64,62.71,3.9,669.08,66.87,
2018-01-15,32.41,71.27,146.85,3.58,36.77,444.7,61.79,3.9,665.73,67.36,
2018-01-16,31.85,71.66,148.05,3.58,37.13,442.55,60.38,3.85,664.52,66.9,
2018-01-17,32.19,71.84,147.2,3.56,36.78,445.29,58.95,3.82,663.02,66.84,
2018-01-18,32.28,71.95,147.0,3.56,36.71,443.82,58.46,3.82,664.91,67.34,
2018-01-19,32.33,71.85,147.65,3.56,36.56,443.86,58.32,3.82,667.33,67.14,
2018-01-22,32.62,71.91,147.75,3.54,36.58,445.71,58.37,3.82,666.55,67.49,
2018-01-23,32.57,72.38,145.65,3.44,36.6,443.62,57.52,3.75,666.73,67.77,
2018-01-24,32.19,72.02,145.0,3.44,36.55,443.31,56.57,3.74,668.46,67.69,
2018-01-25,32.35,71.62,145.2,3.43,36.27,441.12,56.9,3.71,668.79,67.43,
2018-01-26,32.57,71.07,145.2,3.42,36.24,444.62,56.36,3.7,670.51,66.59,
2018-01-29,32.58,71.55,146.35,3.41,35.85,443.88,55.75,3.68,670.24,67.01,
2018-01-30,32.66,72.11,145.65,3.41,35.84,442.06,56.18,3.58,668.83,67.17,
2018-01-31,32.77,71.66,146.0,3.4,35.85,444.18,55.43,3.56,670.6,66.92,
2018-02-01,32.84,71.49,144.4,3.41,35.7,439.89,55.25,3.56,670.4,66.7,
2018-02-02,33.2,71.74,146.0,3.41,35.84,439.64,54.88,3.55,669.06,67.26,
2018-02-05,33.1,71.93,144.4,3.41,35.82,440.31,54.71,3.55,668.76,67.19,
2018-02-06,33.42,72.74,144.9,3.39,35.88,442.67,54.01,3.49,670.39,67.42,
2018-02-07,33.41,72.95,144.05,3.39,35.87,442.33,54.03,3.49,668.23,67.99,
2018-02-08,33.35,73.42,145.1,3.26,35.78,442.31,54.17,3.5,668.75,68.24,
2018-02-09,33.34,73.36,145.1,3.47,35.53,444.83,54.39,3.49,669.06,68.39,
2018-02-12,33.34,73.36,145.1,3.47,35.53,444.83,54.39,3.49,669.06,68.39,
2018-02-13,33.34,73.36,145.1,3.47,35.53,444.83,54.39,3.49,669.06,68.39,
2018-02-14,33.53,74.61,144.0,3.47,35.64,442.81,54.53,3.48,672.27,69.48,
2018-02-15,33.87,74.53,144.0,3.47,35.36,441.95,53.09,3.47,668.33,69.22,
2018-02-16,34.02,74.75,144.25,3.47,35.08,434.47,53.29,3.47,669.61,69.64,
2018-02-19,34.22,75.17,143.9,3.47,34.75,433.9,53.01,3.46,669.09,69.8,
2018-02-20,34.64,75.76,145.05,3.37,34.74,433.39,52.98,3.45,670.67,70.14,
2018-02-21,35.2,76.5,146.5,3.34,35.32,433.9,52.27,3.45,668.8,70.69,
2018-02-22,36.11,76.73,146.6,3.34,35.34,435.45,52.13,3.44,678.01,71.27,
2018-02-23,36.76,76.74,146.4,3.34,35.38,435.47,51.72,3.43,668.7,71.15,
2018-02-26,37.05,77.04,145.9,3.34,35.37,434.37,51.59,3.43,676.16,71.42,
2018-02-27,38.44,77.11,146.0,3.23,35.24,435.7,50.76,3.39,677.55,71.46,
2018-02-28,39.2,78.37,145.15,3.23,35.08,436.49,51.35,3.36,680.61,72.23,
2018-03-01,39.74,78.82,145.0,3.23,35.07,437.48,51.22,3.35,681.32,72.79,
2018-03-02,40.06,80.06,145.4,3.27,35.18,437.18,50.8,3.35,685.13,73.5,
2018-03-05,41.39,79.75,145.85,3.27,35.36,429.48,51.44,3.32,677.2,73.76,
2018-03-06,41.02,79.77,144.55,3.34,35.14,431.9,51.01,3.27,679.72,73.9,
2018-03-07,40.98,79.67,146.1,3.36,34.91,432.83,51.43,3.25,688.05,73.85,
2018-03-08,41.32,80.01,145.3,3.33,35.07,430.98,51.48,3.24,678.64,74.35,
2018-03-09,41.42,79.68,144.6,3.33,34.93,430.28,51.18,3.23,675.31,73.94,
2018-03-12,42.28,78.93,146.65,3.33,34.88,429.83,50.73,3.18,678.99,73.36,
2018-03-13,42.92,79.0,145.65,3.33,35.12,434.54,51.17,3.16,698.42,73.7,
2018-03-14,42.93,78.9,145.0,3.32,35.13,431.57,50.96,3.15,703.39,73.49,
2018-03-15,42.28,79.36,144.7,3.32,35.0,426.73,50.34,3.15,701.49,73.78,
2018-03-16,41.45,79.3,145.25,3.35,34.92,427.1,50.01,3.15,710.78,74.02,
2018-03-19,41.5,78.79,145.75,3.35,34.92,427.36,50.71,3.15,712.31,73.01,
2018-03-20,41.62,78.23,144.6,3.24,35.01,426.22,50.45,3.14,703.03,72.66,
2018-03-21,41.72,78.28,144.4,3.23,35.08,427.16,50.55,3.13,704.62,72.67,
2018-03-22,41.6,78.85,144.35,3.23,35.28,429.91,51.35,3.13,695.62,73.04,
2018-03-23,41.02,78.71,143.3,3.23,34.96,424.28,51.71,3.13,698.9,72.93,
2018-03-26,41.27,79.84,143.9,3.23,34.97,425.43,52.3,3.12,695.71,73.77,
2018-03-27,41.06,80.56,144.0,3.18,35.19,429.78,52.33,03.08,709.97,74.21,
2018-03-28,40.75,80.37,143.0,3.17,35.13,428.96,53.12,03.07,715.06,74.61,
2018-03-29,40.35,80.41,143.5,3.16,35.11,427.18,53.4,03.06,734.57,75.06,
2018-03-30,40.35,80.41,143.5,3.16,35.11,427.18,53.4,03.06,734.57,75.06,
2018-04-02,39.87,81.36,143.45,3.16,35.02,424.46,53.48,03.03,734.48,75.71,
2018-04-03,40.07,82.44,144.05,3.1,35.1,426.01,53.52,3.0,743.05,76.53,
2018-04-04,40.83,81.86,144.3,03.08,35.34,425.57,53.89,2.98,750.58,76.28,
2018-04-05,41.16,84.19,144.3,03.08,35.33,425.44,54.08,2.95,749.8,78.1,
2018-04-06,41.36,85.21,145.3,3.1,35.2,428.07,54.16,2.96,753.65,79.08,
2018-04-09,41.41,87.02,144.45,03.05,35.51,429.15,54.45,2.96,763.82,80.73,
2018-04-10,41.02,86.78,144.4,03.05,35.59,431.07,54.97,2.96,773.35,80.62,
2018-04-11,40.82,86.5,143.1,03.04,35.49,429.5,55.06,2.95,780.73,79.97,
2018-04-12,40.47,86.64,144.2,03.04,35.6,433.34,55.27,2.96,780.43,80.13,
2018-04-13,39.92,86.61,143.15,03.04,35.77,430.78,54.81,2.96,783.87,80.68,
2018-04-16,40.13,86.83,143.2,2.94,35.92,428.19,55.07,2.95,790.82,80.57,
2018-04-17,40.04,85.34,143.5,2.94,35.94,428.92,55.27,2.96,792.78,79.93,
2018-04-18,39.78,85.32,143.8,03.01,35.78,425.59,55.17,2.95,798.53,79.71,
2018-04-19,39.37,84.99,143.35,03.01,35.94,427.57,55.43,2.96,796.39,78.89,
2018-04-20,38.82,85.35,143.25,03.01,36.05,427.02,55.84,2.96,811.59,79.48,
2018-04-23,38.4,85.59,143.2,03.01,36.1,432.81,55.98,2.94,797.66,79.78,
2018-04-24,38.84,85.84,140.45,03.01,36.18,437.75,55.8,2.97,809.34,80.5,
2018-04-25,38.91,87.24,142.1,03.03,36.22,436.6,55.46,2.96,813.72,81.07,
2018-04-26,38.81,87.17,140.65,2.97,36.31,437.32,54.95,2.96,815.11,81.41,
2018-04-27,38.98,87.09,141.65,2.91,36.25,439.13,54.87,2.96,817.3,81.18,
2018-04-30,39.4,86.8,140.5,2.91,36.21,440.67,55.11,2.96,822.4,81.24,
2018-05-01,39.4,86.8,140.5,2.91,36.21,440.67,55.11,2.96,822.4,81.24,
2018-05-02,39.81,87.3,144.1,2.96,36.17,449.3,55.43,2.96,835.94,81.16,
2018-05-03,40.03,86.6,141.5,2.94,36.33,453.95,55.34,2.97,840.35,81.1,
2018-05-04,40.43,86.34,145.1,03.03,36.22,451.15,55.51,2.98,845.01,81.18,
2018-05-07,41.51,85.98,141.4,03.03,36.23,445.31,55.69,2.98,850.92,80.03,
2018-05-08,41.59,85.77,140.55,03.03,36.46,447.24,55.22,2.99,861.48,80.41,
2018-05-09,42.13,86.11,139.75,03.03,36.49,445.49,54.96,2.99,868.61,80.56,
2018-05-10,42.0,85.55,139.7,3.2,36.63,444.31,53.79,2.99,877.24,80.09,
2018-05-11,42.43,85.39,138.5,3.2,36.55,448.47,53.56,2.99,891.79,79.92,
2018-05-14,42.14,85.82,138.65,3.44,36.53,443.0,52.68,3.0,893.07,80.57,
2018-05-15,42.25,85.99,138.5,3.44,36.46,445.21,53.15,03.02,922.58,80.42,
2018-05-16,42.48,85.21,139.3,3.41,36.57,445.28,53.07,03.02,938.06,79.63,
2018-05-17,42.57,85.02,139.3,3.44,36.96,452.17,53.77,03.01,949.87,79.32,
2018-05-18,42.61,85.82,140.05,3.44,36.85,455.8,53.61,03.01,952.49,80.29,
2018-05-21,43.35,85.79,138.95,3.42,37.08,458.01,53.01,03.01,976.78,80.48,
2018-05-22,43.63,86.4,139.8,3.42,36.89,455.47,52.85,3.0,978.83,80.33,
2018-05-23,44.15,86.45,139.15,3.38,37.4,451.98,53.7,03.01,991.67,80.35,
2018-05-24,44.43,86.32,140.3,3.37,37.45,454.34,54.4,03.01,989.55,80.11,
2018-05-25,44.23,86.47,142.35,3.37,37.39,456.17,54.43,03.01,1027.49,80.13,
2018-05-28,44.13,86.56,142.35,3.37,37.36,454.95,54.43,03.02,1030.17,79.98,
2018-05-29,45.01,87.09,141.1,3.37,37.41,457.17,55.43,03.01,1031.19,80.34,
2018-05-30,45.49,86.6,142.0,3.35,37.56,456.63,55.73,03.04,1085.18,80.41,
2018-05-31,45.49,86.6,142.0,3.35,37.56,456.63,55.73,03.04,1085.18,80.41,
2018-06-01,45.89,86.89,140.3,3.3,37.38,459.52,56.2,3.11,1027.55,80.69,
2018-06-04,44.75,86.71,138.95,4.56,37.72,458.06,57.33,3.16,1039.73,80.19,
2018-06-05,43.78,87.34,138.45,4.56,38.09,459.14,57.01,3.27,1042.99,80.6,
2018-06-06,43.68,87.52,137.35,4.75,37.85,460.5,56.48,3.36,1029.61,80.62,
2018-06-07,43.58,87.69,137.75,4.8,38.1,465.92,57.04,3.38,1044.56,80.67,
2018-06-08,43.27,86.85,138.0,4.8,37.92,455.68,57.48,3.38,1042.0,79.59,
2018-06-11,42.87,83.64,138.7,4.84,38.01,451.09,58.44,3.4,1044.62,77.19,
2018-06-12,41.72,82.51,137.5,4.84,38.61,455.19,57.68,3.51,1036.33,76.26,
2018-06-13,40.7,82.62,137.8,4.84,38.65,449.82,58.0,3.55,1046.04,76.31,
2018-06-14,40.24,82.78,138.4,4.79,38.76,450.93,57.75,3.56,1054.68,76.42,
2018-06-15,40.04,83.52,136.8,4.77,38.74,449.29,58.0,3.56,1056.42,77.04,
2018-06-18,40.0,83.32,138.7,4.64,39.23,448.99,58.5,3.6,1048.33,77.19,
2018-06-19,39.62,82.53,137.85,4.64,39.69,446.42,58.31,3.57,1052.55,77.23,
2018-06-20,38.76,83.52,138.2,4.42,39.53,446.05,57.39,3.57,1055.63,77.22,
2018-06-21,38.66,84.04,138.8,4.42,39.48,447.97,57.31,3.57,1063.17,78.13,
2018-06-22,37.89,84.7,139.95,4.42,39.65,445.34,58.19,3.56,1062.5,78.25,
2018-06-25,37.76,83.8,139.05,04.03,39.82,449.58,58.94,3.51,1059.6,77.71,
2018-06-26,37.35,83.97,137.8,4.0,40.19,450.63,58.33,3.41,1072.64,77.56,
2018-06-27,37.17,85.5,139.25,3.98,40.16,451.51,58.79,3.4,1068.66,78.19,
2018-06-28,36.94,85.39,140.05,3.98,40.62,450.12,58.26,3.39,1052.39,79.83,
2018-06-29,36.97,86.54,139.4,3.95,40.69,451.14,58.4,3.39,1053.84,80.41,
2018-07-02,36.78,87.07,139.6,3.92,40.49,445.88,58.54,3.32,1043.17,80.98,
2018-07-03,36.21,87.44,139.2,3.92,41.02,445.56,58.23,3.26,1051.73,81.22,
2018-07-04,35.27,87.24,139.5,3.93,41.19,446.06,57.85,3.2,1054.04,81.04,
2018-07-05,36.43,88.09,140.65,3.98,41.29,441.79,57.9,3.19,1054.88,81.22,
2018-07-06,36.22,88.14,139.0,04.01,41.29,443.08,57.08,3.19,1052.98,81.99,
2018-07-09,35.98,88.1,139.0,04.01,41.39,447.56,57.08,3.17,1038.67,81.59,
2018-07-10,36.87,87.61,140.3,3.98,41.56,444.53,56.68,3.11,1017.78,81.7,
2018-07-11,36.63,88.27,141.1,04.01,41.61,444.84,56.17,3.11,1019.43,81.3,
2018-07-12,37.02,88.71,140.55,3.95,41.76,443.5,55.64,03.09,1017.85,81.94,
2018-07-13,36.7,88.19,141.7,3.95,42.0,441.86,55.33,03.09,1013.49,81.8,
2018-07-16,37.22,88.93,141.8,3.95,41.94,444.21,54.36,03.09,1016.63,82.14,
2018-07-17,37.1,89.19,140.7,3.95,41.63,441.1,54.45,03.08,1024.24,83.09,
2018-07-18,37.28,89.72,142.5,3.94,42.17,431.85,54.55,03.08,1023.82,82.75,
2018-07-19,37.36,89.32,141.95,3.94,42.37,434.8,53.82,03.09,1023.5,83.19,
2018-07-20,37.72,88.9,144.6,3.94,42.34,434.76,53.84,03.08,1003.08,82.69,
2018-07-23,37.71,88.23,144.15,3.94,42.36,437.73,53.43,03.08,1033.61,82.37,
2018-07-24,37.64,87.95,142.85,3.92,42.81,434.48,53.55,03.07,1027.57,81.86,
2018-07-25,37.92,87.81,143.7,3.85,42.94,433.78,53.89,03.07,1031.82,81.79,
2018-07-26,38.06,88.12,143.6,3.85,43.04,430.71,54.23,03.07,1028.1,81.64,
2018-07-27,38.53,88.07,143.55,3.86,43.03,432.78,52.7,03.07,1031.64,81.87,
2018-07-30,38.76,87.83,143.5,3.85,42.9,432.52,52.79,03.06,993.92,82.02,
2018-07-31,39.34,89.53,141.7,3.86,43.36,430.02,52.31,03.05,987.01,83.14,
2018-08-01,39.45,88.6,144.95,3.89,43.31,426.83,51.29,03.06,986.74,82.7,
2018-08-02,39.75,88.4,144.45,3.86,43.49,421.88,50.55,03.06,985.73,82.53,
2018-08-03,39.78,87.3,144.05,3.79,43.69,420.04,50.77,03.06,992.56,81.96,
2018-08-06,40.04,87.22,144.1,3.79,43.58,421.53,51.55,03.07,979.87,81.03,
2018-08-07,41.36,87.72,143.7,3.81,43.88,422.75,50.54,3.13,1002.57,81.9,
2018-08-08,41.88,88.75,144.95,3.82,43.84,420.56,50.1,3.14,1004.76,82.53,
2018-08-09,41.93,88.62,144.85,3.83,43.81,423.83,50.77,3.15,1004.08,82.64,
2018-08-10,42.14,89.15,145.45,3.83,43.89,426.36,50.79,3.16,976.86,83.22,
2018-08-13,41.71,88.94,144.85,3.83,43.86,427.63,50.56,3.23,962.08,82.49,
2018-08-14,41.28,89.39,144.3,3.83,43.84,426.15,50.0,3.38,966.06,83.68,
2018-08-15,41.39,90.32,142.65,3.8,43.82,424.4,50.25,3.39,976.44,83.97,
2018-08-16,41.59,91.84,144.8,3.77,44.09,416.55,49.84,3.41,993.62,84.33,
2018-08-17,41.3,90.79,144.95,3.77,44.09,415.24,49.8,3.43,965.9,83.95,
2018-08-20,41.27,90.35,144.4,3.77,44.09,410.34,50.54,3.44,963.35,83.52,
2018-08-21,41.12,89.71,142.55,3.75,44.46,408.01,50.17,3.54,969.68,83.47,
2018-08-22,41.53,91.95,144.75,3.75,44.27,408.15,51.0,3.55,975.0,84.25,
2018-08-23,41.69,91.07,143.45,3.73,44.5,415.58,51.77,3.55,989.99,84.47,
2018-08-24,41.66,91.19,146.0,3.73,44.67,425.5,52.45,3.56,984.59,85.06,
2018-08-27,41.49,90.29,146.25,3.73,44.71,426.77,53.07,3.56,985.5,84.35,
2018-08-28,41.08,90.47,146.1,3.73,44.77,424.23,53.78,3.56,982.54,85.24,
2018-08-29,41.19,91.13,146.0,3.75,44.81,425.67,54.65,3.57,973.61,85.12,
2018-08-30,41.19,92.12,146.2,3.74,45.06,426.13,54.59,3.56,976.54,85.54,
2018-08-31,41.1,92.62,146.8,3.76,45.07,422.44,55.47,3.56,973.39,85.88,
2018-09-03,40.9,91.52,147.85,3.95,45.17,423.4,56.1,3.56,970.2,85.4,
2018-09-04,40.84,93.4,147.6,3.97,45.11,421.64,56.59,3.56,969.89,86.73,
2018-09-05,40.85,93.83,146.65,3.93,45.16,426.68,57.43,3.56,965.93,87.19,
2018-09-06,40.64,94.29,148.2,3.93,45.13,424.5,57.65,3.55,966.56,87.68,
2018-09-07,40.64,94.29,148.2,3.93,45.13,424.5,57.65,3.55,966.56,87.68,
2018-09-10,41.06,94.09,147.65,3.95,45.32,421.94,58.83,3.56,960.29,87.25,
2018-09-11,40.78,95.46,148.9,4.0,45.22,422.04,59.43,3.56,936.83,89.37,
2018-09-12,40.51,95.76,149.0,4.19,45.5,422.52,59.5,3.57,893.31,89.32,
2018-09-13,40.57,96.98,149.8,4.23,45.91,422.28,60.71,3.59,871.46,89.64,
2018-09-14,40.75,96.95,149.5,4.23,45.67,418.56,61.61,3.6,864.8,90.55,
2018-09-17,40.87,96.25,149.8,4.23,46.01,414.08,63.19,3.64,866.59,89.39,
2018-09-18,40.42,95.57,150.6,4.2,45.41,412.02,63.04,3.67,868.44,89.25,
2018-09-19,40.3,96.03,151.0,4.29,45.78,406.31,63.11,3.69,868.65,88.95,
2018-09-20,39.91,96.17,149.9,4.29,45.78,411.32,62.67,3.7,874.17,89.92,
2018-09-21,39.6,95.72,151.0,4.29,45.79,409.74,62.17,3.72,872.1,89.55,
2018-09-24,39.83,96.23,150.1,4.29,45.59,406.47,61.86,3.71,852.78,89.44,
2018-09-25,39.54,97.39,151.0,4.25,45.54,408.78,61.91,3.72,846.9,90.55,
2018-09-26,39.53,97.0,151.4,4.17,45.66,403.95,62.3,3.73,847.17,89.64,
2018-09-27,39.52,95.91,152.1,4.2,45.64,404.51,62.35,3.73,848.58,89.24,
2018-09-28,39.4,95.62,151.8,4.2,45.75,411.69,62.63,3.74,846.57,88.99,
2018-10-01,39.32,96.39,152.0,4.2,45.66,417.71,61.79,3.75,842.45,90.2,
2018-10-02,39.05,95.64,150.65,4.19,45.84,425.0,61.54,3.75,836.68,89.37,
2018-10-03,38.55,93.89,149.0,4.25,45.8,423.86,61.69,3.79,833.44,87.39,
2018-10-04,38.35,94.72,150.6,4.26,45.77,425.22,62.27,3.82,836.78,87.51,
2018-10-05,38.78,94.09,149.25,4.31,45.56,430.81,63.11,3.82,840.86,87.59,
2018-10-08,38.12,91.6,150.05,4.26,45.51,431.79,63.12,3.82,839.76,85.91,
2018-10-09,37.56,90.83,150.6,4.26,45.76,433.63,63.27,3.82,841.36,84.09,
2018-10-10,36.97,90.65,148.05,4.32,45.57,433.03,63.6,3.82,839.48,83.8,
2018-10-11,37.11,90.98,146.8,4.32,45.06,431.12,63.63,3.82,838.66,83.89,
2018-10-12,37.11,90.98,146.8,4.32,45.06,431.12,63.63,3.82,838.66,83.89,
2018-10-15,36.87,90.81,149.25,4.35,45.05,449.66,64.47,3.83,834.61,84.46,
2018-10-16,36.56,90.92,150.4,4.45,44.77,443.81,64.23,3.81,814.49,84.31,
2018-10-17,35.98,91.36,148.55,4.43,44.73,454.49,64.07,3.81,808.17,84.82,
2018-10-18,35.64,90.04,149.3,4.34,44.84,455.67,65.51,3.82,812.34,84.04,
2018-10-19,35.21,89.57,146.7,4.34,44.5,458.1,65.9,3.82,810.27,83.32,
2018-10-22,35.1,89.4,147.95,4.34,44.41,447.39,65.71,3.82,806.38,82.97,
2018-10-23,34.88,88.61,146.05,4.37,44.02,456.81,64.59,3.82,810.92,82.94,
2018-10-24,34.78,88.99,147.3,4.32,43.86,456.48,65.67,3.81,818.23,82.97,
2018-10-25,34.95,88.08,147.95,4.32,43.49,455.9,66.72,3.81,818.59,82.34,
2018-10-26,34.55,87.64,147.5,4.32,43.58,453.26,66.69,3.83,811.37,81.15,
2018-10-29,34.48,85.53,147.55,4.32,43.75,440.66,66.66,3.82,811.14,79.21,
2018-10-30,34.55,86.28,147.65,4.32,43.34,442.26,65.98,3.82,813.64,80.4,
2018-10-31,34.17,85.74,145.15,4.22,43.37,440.42,65.89,3.82,808.05,79.19,
2018-11-01,34.26,85.79,145.1,4.3,43.18,446.22,66.33,3.84,803.86,79.88,
2018-11-02,34.26,85.79,145.1,4.3,43.18,446.22,66.33,3.84,803.86,79.88,
2018-11-05,34.78,85.98,146.1,4.35,42.93,447.45,66.32,3.83,807.93,79.2,
2018-11-06,34.93,85.82,144.95,4.35,42.7,445.56,66.57,3.83,806.41,79.3,
2018-11-07,35.72,86.24,146.15,4.35,42.45,446.82,67.34,3.84,810.0,79.69,
2018-11-08,35.69,85.36,144.7,4.35,42.26,451.11,67.72,3.82,815.23,79.15,
2018-11-09,35.98,85.28,145.45,4.46,42.46,445.33,67.96,3.82,808.32,79.43,
2018-11-12,36.35,84.9,144.9,4.51,42.21,435.84,67.0,3.81,814.69,79.01,
2018-11-13,36.59,85.14,145.05,4.51,42.36,435.63,67.02,3.85,822.59,78.96,
2018-11-14,36.83,84.93,144.6,4.51,42.01,444.24,67.26,3.86,821.54,79.11,
2018-11-15,36.83,84.93,144.6,4.51,42.01,444.24,67.26,3.86,821.54,79.11,
2018-11-16,36.81,84.62,146.7,4.51,41.91,441.19,67.11,3.88,824.11,78.49,
2018-11-19,36.92,83.29,147.1,4.67,41.7,436.39,67.75,3.93,819.63,77.56,
2018-11-20,36.94,83.41,146.3,4.67,41.36,440.47,67.75,3.98,817.4,77.24,
2018-11-21,37.34,83.53,145.3,4.64,41.2,440.34,67.79,3.96,827.26,77.63,
2018-11-22,37.37,83.24,146.4,4.64,41.21,438.82,68.22,3.97,828.03,77.25,
2018-11-23,37.3,83.24,147.95,4.65,41.17,435.32,68.12,3.97,824.06,77.62,
2018-11-26,37.7,82.07,147.75,4.65,41.09,436.14,69.15,3.97,826.94,77.03,
2018-11-27,37.33,82.18,148.55,4.65,40.93,446.3,68.93,3.97,817.79,77.19,
2018-11-28,37.61,82.55,146.3,4.63,40.73,443.71,69.0,3.95,823.55,77.2,
2018-11-29,37.01,82.78,147.5,4.63,40.67,442.45,68.91,3.95,827.38,77.83,
2018-11-30,37.81,82.78,148.3,4.63,40.68,432.54,68.53,3.93,832.01,77.84,
2018-12-03,37.54,82.93,147.55,4.63,40.54,432.39,69.35,3.94,833.59,77.51,
2018-12-04,36.63,82.6,147.4,4.63,40.29,430.06,68.79,3.93,831.46,76.61,
2018-12-05,37.46,80.65,148.8,4.6,40.35,428.08,68.54,3.93,823.74,76.41,
2018-12-06,37.8,80.1,149.25,4.57,40.41,429.43,68.34,3.91,816.9,76.41,
2018-12-07,37.49,82.1,149.65,4.57,40.31,427.62,68.46,3.91,834.07,76.53,
2018-12-10,37.48,81.39,149.65,4.57,40.28,427.61,68.4,3.93,826.33,75.84,
2018-12-11,36.64,81.43,150.25,4.57,39.9,419.85,68.23,3.93,831.65,75.69,
2018-12-12,37.14,81.2,150.0,4.55,39.74,419.58,68.76,3.92,849.14,75.69,
2018-12-13,37.29,80.98,149.2,4.52,39.74,420.01,68.51,3.91,845.2,75.75,
2018-12-14,37.66,80.7,150.55,4.54,39.94,418.5,68.75,3.9,846.48,75.52,
2018-12-17,38.06,81.03,149.9,4.54,40.26,414.53,68.8,3.94,842.12,75.47,
2018-12-18,37.39,81.53,149.05,4.53,40.43,413.37,68.25,3.92,838.94,76.18,
2018-12-19,37.99,81.5,151.1,4.55,40.16,412.39,68.61,3.92,840.03,75.43,
2018-12-20,38.86,80.11,153.5,4.51,40.17,412.53,68.82,3.92,839.2,74.9,
2018-12-21,38.61,80.45,152.15,4.51,39.97,413.1,68.62,3.92,843.63,74.54,
2018-12-24,38.61,80.45,152.15,4.51,39.97,413.1,68.62,3.92,843.63,74.54,
2018-12-25,38.61,80.45,152.15,4.51,39.97,413.1,68.62,3.92,843.63,74.54,
2018-12-26,38.82,80.62,151.0,4.45,39.99,417.17,68.59,3.91,840.67,74.15,
2018-12-27,39.08,80.35,151.3,4.5,40.11,414.14,68.21,3.95,841.25,74.12,
2018-12-28,38.93,80.17,153.4,4.5,40.16,415.45,68.2,3.92,844.93,74.1,
2018-12-31,38.93,80.17,153.4,4.5,40.16,415.45,68.2,3.92,844.93,74.1,
2019-01-01,38.93,80.17,153.4,4.5,40.16,415.45,68.2,3.92,844.93,74.1,
2019-01-02,39.26,79.35,149.0,4.5,40.25,407.8,68.18,3.92,840.66,73.77,
2019-01-03,39.41,78.5,150.6,4.5,40.29,406.66,68.5,3.91,844.17,73.69,
2019-01-04,39.32,78.04,154.7,4.35,40.18,407.57,68.45,3.91,843.81,73.42,
2019-01-07,39.17,77.37,152.7,4.51,40.01,405.63,68.84,3.91,853.42,71.84,
2019-01-08,38.83,77.56,151.15,4.51,39.92,411.77,68.78,3.91,861.12,72.44,
2019-01-09,38.83,76.72,153.1,4.51,39.97,411.99,68.72,3.9,862.87,71.93,
2019-01-10,38.9,75.99,149.05,4.49,39.92,409.93,68.5,3.91,870.45,71.05,
2019-01-11,38.78,76.01,151.1,4.49,39.95,408.58,68.63,3.91,866.66,70.96,
2019-01-14,38.7,75.67,151.85,4.5,39.9,407.67,68.62,3.91,860.96,71.11,
2019-01-15,38.26,74.91,152.45,4.49,40.11,402.67,68.86,3.91,862.49,70.65,
2019-01-16,38.23,74.53,151.45,4.47,40.04,404.07,69.05,3.9,866.02,70.17,
2019-01-17,37.85,74.83,153.3,4.47,40.14,407.61,68.33,3.89,864.98,70.41,
2019-01-18,38.31,75.7,154.05,4.47,40.2,415.41,69.04,3.87,863.14,70.82,
